Fecha.DOF|TC
06/04/2009|13.6137
07/04/2009|13.6325
08/04/2009|13.5712
09/04/2009|N/E
10/04/2009|N/E
11/04/2009|N/E
12/04/2009|N/E
13/04/2009|13.3648
14/04/2009|13.0914
15/04/2009|13.0860
16/04/2009|13.1683
17/04/2009|13.0511
18/04/2009|N/E
19/04/2009|N/E
20/04/2009|13.1558
21/04/2009|13.3200
22/04/2009|13.1750
23/04/2009|13.1457
24/04/2009|13.3099
25/04/2009|N/E
26/04/2009|N/E
27/04/2009|13.2318
28/04/2009|13.7550
29/04/2009|13.8667
30/04/2009|13.6485
01/05/2009|N/E
02/05/2009|N/E
03/05/2009|N/E
04/05/2009|13.8443
05/05/2009|13.3500
06/05/2009|13.2242
07/05/2009|13.2268
08/05/2009|13.1103
09/05/2009|N/E
10/05/2009|N/E
11/05/2009|13.1067
12/05/2009|13.1008
13/05/2009|13.2208
14/05/2009|13.3177
15/05/2009|13.2983
16/05/2009|N/E
17/05/2009|N/E
18/05/2009|13.2058
19/05/2009|13.1363
20/05/2009|12.9680
21/05/2009|12.8695
22/05/2009|13.1030
23/05/2009|N/E
24/05/2009|N/E
25/05/2009|13.1728
26/05/2009|13.1375
27/05/2009|13.1338
28/05/2009|13.1590
29/05/2009|13.2337
30/05/2009|N/E
31/05/2009|N/E
01/06/2009|13.1667
02/06/2009|13.1550
03/06/2009|13.2609
04/06/2009|13.3172
05/06/2009|13.2675
06/06/2009|N/E
07/06/2009|N/E
08/06/2009|13.2768
09/06/2009|13.4500
10/06/2009|13.4793
11/06/2009|13.6507
12/06/2009|13.4581
13/06/2009|N/E
14/06/2009|N/E
15/06/2009|13.3997
16/06/2009|13.4523
17/06/2009|13.3525
18/06/2009|13.4698
19/06/2009|13.3694
20/06/2009|N/E
21/06/2009|N/E
22/06/2009|13.3248
23/06/2009|13.3782
24/06/2009|13.3187
25/06/2009|13.3051
26/06/2009|13.2778
27/06/2009|N/E
28/06/2009|N/E
29/06/2009|13.2023
30/06/2009|13.1812
01/07/2009|13.1722
02/07/2009|13.0972
03/07/2009|13.1695
04/07/2009|N/E
05/07/2009|N/E
06/07/2009|13.2428
07/07/2009|13.2547
08/07/2009|13.2724
09/07/2009|13.4333
10/07/2009|13.5758
11/07/2009|N/E
12/07/2009|N/E
13/07/2009|13.7052
14/07/2009|13.8105
15/07/2009|13.7645
16/07/2009|13.6526
17/07/2009|13.5870
18/07/2009|N/E
19/07/2009|N/E
20/07/2009|13.3895
21/07/2009|13.3158
22/07/2009|13.2879
23/07/2009|13.2312
24/07/2009|13.1915
25/07/2009|N/E
26/07/2009|N/E
27/07/2009|13.2247
28/07/2009|13.2167
29/07/2009|13.2825
30/07/2009|13.2643
31/07/2009|13.2223
01/08/2009|N/E
02/08/2009|N/E
03/08/2009|13.2125
04/08/2009|13.1293
05/08/2009|13.1073
06/08/2009|13.1050
07/08/2009|12.9926
08/08/2009|N/E
09/08/2009|N/E
10/08/2009|12.9349
11/08/2009|12.9220
12/08/2009|12.9937
13/08/2009|12.9970
14/08/2009|12.8658
15/08/2009|N/E
16/08/2009|N/E
17/08/2009|12.8766
18/08/2009|12.9963
19/08/2009|12.9555
20/08/2009|12.9159
21/08/2009|12.8733
22/08/2009|N/E
23/08/2009|N/E
24/08/2009|12.8227
25/08/2009|12.8274
26/08/2009|12.8975
27/08/2009|13.1378
28/08/2009|13.2462
29/08/2009|N/E
30/08/2009|N/E
31/08/2009|13.2579
01/09/2009|13.3140
02/09/2009|13.5246
03/09/2009|13.6427
04/09/2009|13.5898
05/09/2009|N/E
06/09/2009|N/E
07/09/2009|13.4658
08/09/2009|13.3646
09/09/2009|13.2826
10/09/2009|13.3923
11/09/2009|13.4582
12/09/2009|N/E
13/09/2009|N/E
14/09/2009|13.3432
15/09/2009|13.3892
16/09/2009|N/E
17/09/2009|13.3475
18/09/2009|13.2300
19/09/2009|N/E
20/09/2009|N/E
21/09/2009|13.2413
22/09/2009|13.3530
23/09/2009|13.3186
24/09/2009|13.3733
25/09/2009|13.4549
26/09/2009|N/E
27/09/2009|N/E
28/09/2009|13.5243
29/09/2009|13.5042
30/09/2009|13.5513
01/10/2009|13.4928
02/10/2009|13.6242
03/10/2009|N/E
04/10/2009|N/E
05/10/2009|13.6773
06/10/2009|13.6550
07/10/2009|13.4943
08/10/2009|13.4673
09/10/2009|13.3227
10/10/2009|N/E
11/10/2009|N/E
12/10/2009|13.2550
13/10/2009|13.2178
14/10/2009|13.1774
15/10/2009|13.0779
16/10/2009|13.0884
17/10/2009|N/E
18/10/2009|N/E
19/10/2009|13.1057
20/10/2009|13.0840
21/10/2009|12.9407
22/10/2009|12.9196
23/10/2009|12.9495
24/10/2009|N/E
25/10/2009|N/E
26/10/2009|12.9798
27/10/2009|13.1490
28/10/2009|13.2662
29/10/2009|13.2823
30/10/2009|13.0825
31/10/2009|N/E
01/11/2009|N/E
02/11/2009|N/E
03/11/2009|13.1479
04/11/2009|13.2908
05/11/2009|13.2708
06/11/2009|13.3430
07/11/2009|N/E
08/11/2009|N/E
09/11/2009|13.3758
10/11/2009|13.2996
11/11/2009|13.2308
12/11/2009|13.1622
13/11/2009|13.2061
14/11/2009|N/E
15/11/2009|N/E
16/11/2009|N/E
17/11/2009|13.1012
18/11/2009|13.0875
19/11/2009|12.9818
20/11/2009|13.0502
21/11/2009|N/E
22/11/2009|N/E
23/11/2009|13.0895
24/11/2009|13.0151
25/11/2009|12.9305
26/11/2009|12.8660
27/11/2009|12.9475
28/11/2009|N/E
29/11/2009|N/E
30/11/2009|12.9139
01/12/2009|12.9157
02/12/2009|12.8557
03/12/2009|12.8026
04/12/2009|12.6658
05/12/2009|N/E
06/12/2009|N/E
07/12/2009|12.5969
08/12/2009|12.6558
09/12/2009|12.8399
10/12/2009|12.9862
11/12/2009|12.9739
12/12/2009|N/E
13/12/2009|N/E
14/12/2009|12.9253
15/12/2009|12.8105
16/12/2009|12.7234
17/12/2009|12.6980
18/12/2009|12.9331
19/12/2009|N/E
20/12/2009|N/E
21/12/2009|12.8979
22/12/2009|12.8121
23/12/2009|12.9449
24/12/2009|12.8896
25/12/2009|N/E
26/12/2009|N/E
27/12/2009|N/E
28/12/2009|12.8793
29/12/2009|12.9288
30/12/2009|13.0587
31/12/2009|13.0437
01/01/2010|N/E
02/01/2010|N/E
03/01/2010|N/E
04/01/2010|13.0659
05/01/2010|12.9226
06/01/2010|12.8241
07/01/2010|12.7489
08/01/2010|12.7646
09/01/2010|N/E
10/01/2010|N/E
11/01/2010|12.7243
12/01/2010|12.6692
13/01/2010|12.7291
14/01/2010|12.7698
15/01/2010|12.7364
16/01/2010|N/E
17/01/2010|N/E
18/01/2010|12.6884
19/01/2010|12.6664
20/01/2010|12.6478
21/01/2010|12.7388
22/01/2010|12.7720
23/01/2010|N/E
24/01/2010|N/E
25/01/2010|12.9412
26/01/2010|12.9018
27/01/2010|12.8549
28/01/2010|12.9295
29/01/2010|12.9975
30/01/2010|N/E
31/01/2010|N/E
01/02/2010|N/E
02/02/2010|13.0098
03/02/2010|12.8699
04/02/2010|12.9395
05/02/2010|13.0687
06/02/2010|N/E
07/02/2010|N/E
08/02/2010|13.1753
09/02/2010|13.1640
10/02/2010|13.0836
11/02/2010|13.0601
12/02/2010|13.0609
13/02/2010|N/E
14/02/2010|N/E
15/02/2010|12.9764
16/02/2010|12.9420
17/02/2010|12.8683
18/02/2010|12.8781
19/02/2010|12.8442
20/02/2010|N/E
21/02/2010|N/E
22/02/2010|12.8337
23/02/2010|12.8017
24/02/2010|12.8584
25/02/2010|12.8539
26/02/2010|12.8503
27/02/2010|N/E
28/02/2010|N/E
01/03/2010|12.7769
02/03/2010|12.7454
03/03/2010|12.7259
04/03/2010|12.6900
05/03/2010|12.7182
06/03/2010|N/E
07/03/2010|N/E
08/03/2010|12.6557
09/03/2010|12.6618
10/03/2010|12.6574
11/03/2010|12.6028
12/03/2010|12.6192
13/03/2010|N/E
14/03/2010|N/E
15/03/2010|N/E
16/03/2010|12.5527
17/03/2010|12.5254
18/03/2010|12.4892
19/03/2010|12.4729
20/03/2010|N/E
21/03/2010|N/E
22/03/2010|12.5796
23/03/2010|12.6052
24/03/2010|12.5284
25/03/2010|12.5381
26/03/2010|12.5009
27/03/2010|N/E
28/03/2010|N/E
29/03/2010|12.5426
30/03/2010|12.4640
31/03/2010|12.4145
01/04/2010|N/E
02/04/2010|N/E
03/04/2010|N/E
04/04/2010|N/E
05/04/2010|12.3306
06/04/2010|12.2658
07/04/2010|12.2454
08/04/2010|12.2218
09/04/2010|12.2488
10/04/2010|N/E
11/04/2010|N/E
12/04/2010|12.1997
13/04/2010|12.1808
14/04/2010|12.2122
15/04/2010|12.1827
16/04/2010|12.1934
17/04/2010|N/E
18/04/2010|N/E
19/04/2010|12.2356
20/04/2010|12.3064
21/04/2010|12.2188
22/04/2010|12.1896
23/04/2010|12.2405
24/04/2010|N/E
25/04/2010|N/E
26/04/2010|12.1973
27/04/2010|12.1575
28/04/2010|12.2278
29/04/2010|12.3698
30/04/2010|12.2465
01/05/2010|N/E
02/05/2010|N/E
03/05/2010|12.2626
04/05/2010|12.2605
05/05/2010|12.4288
06/05/2010|12.6635
07/05/2010|12.7884
08/05/2010|N/E
09/05/2010|N/E
10/05/2010|12.9179
11/05/2010|12.5297
12/05/2010|12.5025
13/05/2010|12.4351
14/05/2010|12.3501
15/05/2010|N/E
16/05/2010|N/E
17/05/2010|12.5684
18/05/2010|12.6926
19/05/2010|12.5787
20/05/2010|12.9138
21/05/2010|13.1412
22/05/2010|N/E
23/05/2010|N/E
24/05/2010|13.0338
25/05/2010|12.9588
26/05/2010|13.1819
27/05/2010|12.9955
28/05/2010|12.8846
29/05/2010|N/E
30/05/2010|N/E
31/05/2010|12.8589
01/06/2010|12.9146
02/06/2010|12.9012
03/06/2010|12.8625
04/06/2010|12.7644
05/06/2010|N/E
06/06/2010|N/E
07/06/2010|12.8603
08/06/2010|12.9202
09/06/2010|12.9288
10/06/2010|12.8093
11/06/2010|12.7441
12/06/2010|N/E
13/06/2010|N/E
14/06/2010|12.6748
15/06/2010|12.5974
16/06/2010|12.6001
17/06/2010|12.5878
18/06/2010|12.5925
19/06/2010|N/E
20/06/2010|N/E
21/06/2010|12.5400
22/06/2010|12.4604
23/06/2010|12.5246
24/06/2010|12.6984
25/06/2010|12.7141
26/06/2010|N/E
27/06/2010|N/E
28/06/2010|12.7042
29/06/2010|12.6567
30/06/2010|12.8394
01/07/2010|12.8441
02/07/2010|13.0325
03/07/2010|N/E
04/07/2010|N/E
05/07/2010|13.0590
06/07/2010|13.0953
07/07/2010|12.9308
08/07/2010|12.8975
09/07/2010|12.8232
10/07/2010|N/E
11/07/2010|N/E
12/07/2010|12.7859
13/07/2010|12.8233
14/07/2010|12.7140
15/07/2010|12.7176
16/07/2010|12.7795
17/07/2010|N/E
18/07/2010|N/E
19/07/2010|12.9013
20/07/2010|12.9162
21/07/2010|12.8549
22/07/2010|12.7798
23/07/2010|12.7560
24/07/2010|N/E
25/07/2010|N/E
26/07/2010|12.7749
27/07/2010|12.6975
28/07/2010|12.6469
29/07/2010|12.6798
30/07/2010|12.7038
31/07/2010|N/E
01/08/2010|N/E
02/08/2010|12.6455
03/08/2010|12.5728
04/08/2010|12.6048
05/08/2010|12.5535
06/08/2010|12.5367
07/08/2010|N/E
08/08/2010|N/E
09/08/2010|12.6550
10/08/2010|12.6461
11/08/2010|12.6927
12/08/2010|12.7432
13/08/2010|12.7258
14/08/2010|N/E
15/08/2010|N/E
16/08/2010|12.7256
17/08/2010|12.6458
18/08/2010|12.5944
19/08/2010|12.6073
20/08/2010|12.7226
21/08/2010|N/E
22/08/2010|N/E
23/08/2010|12.7683
24/08/2010|12.8492
25/08/2010|12.9360
26/08/2010|13.0453
27/08/2010|12.9840
28/08/2010|N/E
29/08/2010|N/E
30/08/2010|13.0148
31/08/2010|13.1367
01/09/2010|13.1676
02/09/2010|13.0538
03/09/2010|13.0550
04/09/2010|N/E
05/09/2010|N/E
06/09/2010|12.9526
07/09/2010|12.9395
08/09/2010|13.0566
09/09/2010|13.0034
10/09/2010|12.9853
11/09/2010|N/E
12/09/2010|N/E
13/09/2010|12.9616
14/09/2010|12.8729
15/09/2010|12.8355
16/09/2010|N/E
17/09/2010|N/E
18/09/2010|N/E
19/09/2010|N/E
20/09/2010|12.7793
21/09/2010|12.7623
22/09/2010|12.7594
23/09/2010|12.6886
24/09/2010|12.6422
25/09/2010|N/E
26/09/2010|N/E
27/09/2010|12.5491
28/09/2010|12.5168
29/09/2010|12.5011
30/09/2010|12.4801
01/10/2010|12.5998
02/10/2010|N/E
03/10/2010|N/E
04/10/2010|12.5511
05/10/2010|12.5875
06/10/2010|12.5099
07/10/2010|12.4779
08/10/2010|12.5277
09/10/2010|N/E
10/10/2010|N/E
11/10/2010|12.4895
12/10/2010|12.4224
13/10/2010|12.4320
14/10/2010|12.3683
15/10/2010|12.4101
16/10/2010|N/E
17/10/2010|N/E
18/10/2010|12.4276
19/10/2010|12.4135
20/10/2010|12.4818
21/10/2010|12.4117
22/10/2010|12.3613
23/10/2010|N/E
24/10/2010|N/E
25/10/2010|12.3877
26/10/2010|12.3205
27/10/2010|12.3859
28/10/2010|12.4776
29/10/2010|12.4023
30/10/2010|N/E
31/10/2010|N/E
01/11/2010|12.3387
02/11/2010|N/E
03/11/2010|12.3452
04/11/2010|12.3041
05/11/2010|12.2381
06/11/2010|N/E
07/11/2010|N/E
08/11/2010|12.2055
09/11/2010|12.2483
10/11/2010|12.2068
11/11/2010|12.2714
12/11/2010|12.2596
13/11/2010|N/E
14/11/2010|N/E
15/11/2010|N/E
16/11/2010|12.2626
17/11/2010|12.4353
18/11/2010|12.3783
19/11/2010|12.2924
20/11/2010|N/E
21/11/2010|N/E
22/11/2010|12.2996
23/11/2010|12.3090
24/11/2010|12.4577
25/11/2010|12.3912
26/11/2010|12.3669
27/11/2010|N/E
28/11/2010|N/E
29/11/2010|12.4890
30/11/2010|12.5538
01/12/2010|12.4664
02/12/2010|12.3967
03/12/2010|12.3546
04/12/2010|N/E
05/12/2010|N/E
06/12/2010|12.3597
07/12/2010|12.3884
08/12/2010|12.4123
09/12/2010|12.4484
10/12/2010|12.4586
11/12/2010|N/E
12/12/2010|N/E
13/12/2010|12.4617
14/12/2010|12.3869
15/12/2010|12.3703
16/12/2010|12.3963
17/12/2010|12.4505
18/12/2010|N/E
19/12/2010|N/E
20/12/2010|12.4345
21/12/2010|12.4170
22/12/2010|12.3720
23/12/2010|12.3379
24/12/2010|12.3332
25/12/2010|N/E
26/12/2010|N/E
27/12/2010|12.3459
28/12/2010|12.3653
29/12/2010|12.3567
30/12/2010|12.3571
31/12/2010|12.3817
01/01/2011|N/E
02/01/2011|N/E
03/01/2011|12.3496
04/01/2011|12.2574
05/01/2011|12.2619
06/01/2011|12.2064
07/01/2011|12.2256
08/01/2011|N/E
09/01/2011|N/E
10/01/2011|12.2369
11/01/2011|12.2542
12/01/2011|12.1907
13/01/2011|12.0757
14/01/2011|12.1028
15/01/2011|N/E
16/01/2011|N/E
17/01/2011|12.0871
18/01/2011|12.0299
19/01/2011|12.0261
20/01/2011|12.0744
21/01/2011|12.0903
22/01/2011|N/E
23/01/2011|N/E
24/01/2011|12.0482
25/01/2011|12.0516
26/01/2011|12.0856
27/01/2011|12.0408
28/01/2011|12.0239
29/01/2011|N/E
30/01/2011|N/E
31/01/2011|12.1214
01/02/2011|12.1519
02/02/2011|12.0170
03/02/2011|12.0190
04/02/2011|12.0499
05/02/2011|N/E
06/02/2011|N/E
07/02/2011|N/E
08/02/2011|11.9946
09/02/2011|11.9937
10/02/2011|12.0432
11/02/2011|12.0937
12/02/2011|N/E
13/02/2011|N/E
14/02/2011|12.0635
15/02/2011|12.0461
16/02/2011|12.1140
17/02/2011|12.0957
18/02/2011|12.0483
19/02/2011|N/E
20/02/2011|N/E
21/02/2011|12.0172
22/02/2011|12.0558
23/02/2011|12.0917
24/02/2011|12.1900
25/02/2011|12.1730
26/02/2011|N/E
27/02/2011|N/E
28/02/2011|12.1235
01/03/2011|12.1062
02/03/2011|12.0929
03/03/2011|12.0981
04/03/2011|12.0368
05/03/2011|N/E
06/03/2011|N/E
07/03/2011|12.0064
08/03/2011|12.0170
09/03/2011|12.0254
10/03/2011|11.9680
11/03/2011|11.9755
12/03/2011|N/E
13/03/2011|N/E
14/03/2011|11.9441
15/03/2011|11.9235
16/03/2011|12.0171
17/03/2011|12.0710
18/03/2011|12.0925
19/03/2011|N/E
20/03/2011|N/E
21/03/2011|N/E
22/03/2011|12.0615
23/03/2011|11.9885
24/03/2011|12.0004
25/03/2011|11.9555
26/03/2011|N/E
27/03/2011|N/E
28/03/2011|11.9505
29/03/2011|11.9590
30/03/2011|11.9678
31/03/2011|11.9219
01/04/2011|11.9084
02/04/2011|N/E
03/04/2011|N/E
04/04/2011|11.8412
05/04/2011|11.8533
06/04/2011|11.8322
07/04/2011|11.7836
08/04/2011|11.7931
09/04/2011|N/E
10/04/2011|N/E
11/04/2011|11.7421
12/04/2011|11.7447
13/04/2011|11.8266
14/04/2011|11.7907
15/04/2011|11.7679
16/04/2011|N/E
17/04/2011|N/E
18/04/2011|11.7090
19/04/2011|11.7783
20/04/2011|11.6925
21/04/2011|N/E
22/04/2011|N/E
23/04/2011|N/E
24/04/2011|N/E
25/04/2011|11.6252
26/04/2011|11.6294
27/04/2011|11.5824
28/04/2011|11.5868
29/04/2011|11.5428
30/04/2011|N/E
01/05/2011|N/E
02/05/2011|11.5278
03/05/2011|11.5023
04/05/2011|11.5665
05/05/2011|11.6214
06/05/2011|11.6934
07/05/2011|N/E
08/05/2011|N/E
09/05/2011|11.6090
10/05/2011|11.6410
11/05/2011|11.6009
12/05/2011|11.6075
13/05/2011|11.6656
14/05/2011|N/E
15/05/2011|N/E
16/05/2011|11.7219
17/05/2011|11.7094
18/05/2011|11.7660
19/05/2011|11.7234
20/05/2011|11.6588
21/05/2011|N/E
22/05/2011|N/E
23/05/2011|11.6467
24/05/2011|11.7292
25/05/2011|11.7032
26/05/2011|11.6948
27/05/2011|11.6956
28/05/2011|N/E
29/05/2011|N/E
30/05/2011|11.6256
31/05/2011|11.6123
01/06/2011|11.5780
02/06/2011|11.6277
03/06/2011|11.6739
04/06/2011|N/E
05/06/2011|N/E
06/06/2011|11.6689
07/06/2011|11.6983
08/06/2011|11.7196
09/06/2011|11.8001
10/06/2011|11.7965
11/06/2011|N/E
12/06/2011|N/E
13/06/2011|11.8686
14/06/2011|11.8680
15/06/2011|11.7982
16/06/2011|11.8751
17/06/2011|11.9591
18/06/2011|N/E
19/06/2011|N/E
20/06/2011|11.9006
21/06/2011|11.8916
22/06/2011|11.8130
23/06/2011|11.7789
24/06/2011|11.8816
25/06/2011|N/E
26/06/2011|N/E
27/06/2011|11.8822
28/06/2011|11.8938
29/06/2011|11.8389
30/06/2011|11.7748
01/07/2011|11.7230
02/07/2011|N/E
03/07/2011|N/E
04/07/2011|11.6368
05/07/2011|11.5925
06/07/2011|11.6194
07/07/2011|11.6544
08/07/2011|11.5738
09/07/2011|N/E
10/07/2011|N/E
11/07/2011|11.6337
12/07/2011|11.7274
13/07/2011|11.7867
14/07/2011|11.7170
15/07/2011|11.7010
16/07/2011|N/E
17/07/2011|N/E
18/07/2011|11.7178
19/07/2011|11.7877
20/07/2011|11.6964
21/07/2011|11.6638
22/07/2011|11.6174
23/07/2011|N/E
24/07/2011|N/E
25/07/2011|11.6393
26/07/2011|11.6641
27/07/2011|11.6172
28/07/2011|11.6527
29/07/2011|11.6821
30/07/2011|N/E
31/07/2011|N/E
01/08/2011|11.7425
02/08/2011|11.7514
03/08/2011|11.7657
04/08/2011|11.8473
05/08/2011|11.9523
06/08/2011|N/E
07/08/2011|N/E
08/08/2011|11.9794
09/08/2011|12.1845
10/08/2011|12.3710
11/08/2011|12.3221
12/08/2011|12.3899
13/08/2011|N/E
14/08/2011|N/E
15/08/2011|12.2992
16/08/2011|12.2424
17/08/2011|12.2631
18/08/2011|12.1651
19/08/2011|12.3685
20/08/2011|N/E
21/08/2011|N/E
22/08/2011|12.2386
23/08/2011|12.2948
24/08/2011|12.3357
25/08/2011|12.3952
26/08/2011|12.4259
27/08/2011|N/E
28/08/2011|N/E
29/08/2011|12.4953
30/08/2011|12.4148
31/08/2011|12.4838
01/09/2011|12.3480
02/09/2011|12.2616
03/09/2011|N/E
04/09/2011|N/E
05/09/2011|12.3735
06/09/2011|12.5353
07/09/2011|12.5102
08/09/2011|12.4661
09/09/2011|12.4956
10/09/2011|N/E
11/09/2011|N/E
12/09/2011|12.6324
13/09/2011|12.7687
14/09/2011|12.8994
15/09/2011|12.9646
16/09/2011|N/E
17/09/2011|N/E
18/09/2011|N/E
19/09/2011|12.9127
20/09/2011|13.1860
21/09/2011|13.1669
22/09/2011|13.4045
23/09/2011|13.8917
24/09/2011|N/E
25/09/2011|N/E
26/09/2011|13.7788
27/09/2011|13.6677
28/09/2011|13.3414
29/09/2011|13.4217
30/09/2011|13.4567
01/10/2011|N/E
02/10/2011|N/E
03/10/2011|13.7994
04/10/2011|13.8967
05/10/2011|13.9714
06/10/2011|13.6675
07/10/2011|13.5341
08/10/2011|N/E
09/10/2011|N/E
10/10/2011|13.3143
11/10/2011|13.2751
12/10/2011|13.3266
13/10/2011|13.2213
14/10/2011|13.3647
15/10/2011|N/E
16/10/2011|N/E
17/10/2011|13.2711
18/10/2011|13.2952
19/10/2011|13.4445
20/10/2011|13.3733
21/10/2011|13.6628
22/10/2011|N/E
23/10/2011|N/E
24/10/2011|13.5996
25/10/2011|13.4889
26/10/2011|13.4459
27/10/2011|13.4914
28/10/2011|13.1973
29/10/2011|N/E
30/10/2011|N/E
31/10/2011|13.1132
01/11/2011|13.1802
02/11/2011|N/E
03/11/2011|13.6282
04/11/2011|13.4128
05/11/2011|N/E
06/11/2011|N/E
07/11/2011|13.4698
08/11/2011|13.4504
09/11/2011|13.3852
10/11/2011|13.5252
11/11/2011|13.5622
12/11/2011|N/E
13/11/2011|N/E
14/11/2011|13.4165
15/11/2011|13.5122
16/11/2011|13.5672
17/11/2011|13.5847
18/11/2011|13.6375
19/11/2011|N/E
20/11/2011|N/E
21/11/2011|N/E
22/11/2011|13.7033
23/11/2011|13.9812
24/11/2011|14.1291
25/11/2011|14.1778
26/11/2011|N/E
27/11/2011|N/E
28/11/2011|14.2443
29/11/2011|14.0344
30/11/2011|13.9538
01/12/2011|13.6100
02/12/2011|13.5894
03/12/2011|N/E
04/12/2011|N/E
05/12/2011|13.5488
06/12/2011|13.4786
07/12/2011|13.4970
08/12/2011|13.5118
09/12/2011|13.6569
10/12/2011|N/E
11/12/2011|N/E
12/12/2011|N/E
13/12/2011|13.6406
14/12/2011|13.7714
15/12/2011|13.9412
16/12/2011|13.8230
17/12/2011|N/E
18/12/2011|N/E
19/12/2011|13.8450
20/12/2011|13.8542
21/12/2011|13.7720
22/12/2011|13.8526
23/12/2011|13.8169
24/12/2011|N/E
25/12/2011|N/E
26/12/2011|13.8163
27/12/2011|13.8483
28/12/2011|13.9658
29/12/2011|13.9904
30/12/2011|13.9787
31/12/2011|N/E
01/01/2012|N/E
02/01/2012|13.9476
03/01/2012|13.9342
04/01/2012|13.6882
05/01/2012|13.7144
06/01/2012|13.7409
07/01/2012|N/E
08/01/2012|N/E
09/01/2012|13.7228
10/01/2012|13.7437
11/01/2012|13.6204
12/01/2012|13.6592
13/01/2012|13.5982
14/01/2012|N/E
15/01/2012|N/E
16/01/2012|13.6263
17/01/2012|13.5401
18/01/2012|13.4621
19/01/2012|13.3267
20/01/2012|13.2516
21/01/2012|N/E
22/01/2012|N/E
23/01/2012|13.2240
24/01/2012|13.1383
25/01/2012|13.1712
26/01/2012|13.1319
27/01/2012|12.9325
28/01/2012|N/E
29/01/2012|N/E
30/01/2012|12.9504
31/01/2012|13.0063
01/02/2012|13.0077
02/02/2012|12.8900
03/02/2012|12.8038
04/02/2012|N/E
05/02/2012|N/E
06/02/2012|N/E
07/02/2012|12.7120
08/02/2012|12.6472
09/02/2012|12.6833
10/02/2012|12.7200
11/02/2012|N/E
12/02/2012|N/E
13/02/2012|12.7857
14/02/2012|12.7392
15/02/2012|12.7753
16/02/2012|12.7658
17/02/2012|12.8822
18/02/2012|N/E
19/02/2012|N/E
20/02/2012|12.7856
21/02/2012|12.6793
22/02/2012|12.7408
23/02/2012|12.8296
24/02/2012|12.8294
25/02/2012|N/E
26/02/2012|N/E
27/02/2012|12.8675
28/02/2012|12.8779
29/02/2012|12.8575
01/03/2012|12.7891
02/03/2012|12.7764
03/03/2012|N/E
04/03/2012|N/E
05/03/2012|12.7723
06/03/2012|12.8339
07/03/2012|12.9777
08/03/2012|12.9469
09/03/2012|12.7840
10/03/2012|N/E
11/03/2012|N/E
12/03/2012|12.6299
13/03/2012|12.7150
14/03/2012|12.6336
15/03/2012|12.6719
16/03/2012|12.6591
17/03/2012|N/E
18/03/2012|N/E
19/03/2012|N/E
20/03/2012|12.6645
21/03/2012|12.6935
22/03/2012|12.6833
23/03/2012|12.8330
24/03/2012|N/E
25/03/2012|N/E
26/03/2012|12.8035
27/03/2012|12.6795
28/03/2012|12.6706
29/03/2012|12.8039
30/03/2012|12.8489
31/03/2012|N/E
01/04/2012|N/E
02/04/2012|12.8093
03/04/2012|12.7691
04/04/2012|12.7317
05/04/2012|N/E
06/04/2012|N/E
07/04/2012|N/E
08/04/2012|N/E
09/04/2012|12.8155
10/04/2012|12.9902
11/04/2012|13.1568
12/04/2012|13.1324
13/04/2012|13.0736
14/04/2012|N/E
15/04/2012|N/E
16/04/2012|13.1458
17/04/2012|13.2168
18/04/2012|13.0816
19/04/2012|13.1322
20/04/2012|13.2288
21/04/2012|N/E
22/04/2012|N/E
23/04/2012|13.1171
24/04/2012|13.2087
25/04/2012|13.1392
26/04/2012|13.1667
27/04/2012|13.2093
28/04/2012|N/E
29/04/2012|N/E
30/04/2012|13.0141
01/05/2012|N/E
02/05/2012|12.9942
03/05/2012|12.9629
04/05/2012|12.9725
05/05/2012|N/E
06/05/2012|N/E
07/05/2012|13.1344
08/05/2012|13.1659
09/05/2012|13.3374
10/05/2012|13.5150
11/05/2012|13.4470
12/05/2012|N/E
13/05/2012|N/E
14/05/2012|13.4929
15/05/2012|13.6739
16/05/2012|13.7302
17/05/2012|13.7747
18/05/2012|13.7994
19/05/2012|N/E
20/05/2012|N/E
21/05/2012|13.7809
22/05/2012|13.7935
23/05/2012|13.7203
24/05/2012|14.0335
25/05/2012|14.0040
26/05/2012|N/E
27/05/2012|N/E
28/05/2012|14.0156
29/05/2012|13.9439
30/05/2012|13.9169
31/05/2012|14.0749
01/06/2012|14.3047
02/06/2012|N/E
03/06/2012|N/E
04/06/2012|14.3949
05/06/2012|14.2443
06/06/2012|14.2319
07/06/2012|14.1116
08/06/2012|13.9355
09/06/2012|N/E
10/06/2012|N/E
11/06/2012|14.0351
12/06/2012|13.9625
13/06/2012|14.0060
14/06/2012|13.9700
15/06/2012|13.9974
16/06/2012|N/E
17/06/2012|N/E
18/06/2012|13.9115
19/06/2012|13.9154
20/06/2012|13.7033
21/06/2012|13.7257
22/06/2012|13.7668
23/06/2012|N/E
24/06/2012|N/E
25/06/2012|13.8490
26/06/2012|13.9542
27/06/2012|13.8616
28/06/2012|13.6652
29/06/2012|13.6530
30/06/2012|N/E
01/07/2012|N/E
02/07/2012|13.4084
03/07/2012|13.3970
04/07/2012|13.3174
05/07/2012|13.3617
06/07/2012|13.3508
07/07/2012|N/E
08/07/2012|N/E
09/07/2012|13.4925
10/07/2012|13.4533
11/07/2012|13.2924
12/07/2012|13.3241
13/07/2012|13.4795
14/07/2012|N/E
