Fecha.DOF|TC
15/07/2012|N/E
16/07/2012|13.3449
17/07/2012|13.2832
18/07/2012|13.2226
19/07/2012|13.1201
20/07/2012|13.1921
21/07/2012|N/E
22/07/2012|N/E
23/07/2012|13.2928
24/07/2012|13.5218
25/07/2012|13.6796
26/07/2012|13.6541
27/07/2012|13.4425
28/07/2012|N/E
29/07/2012|N/E
30/07/2012|13.2837
31/07/2012|13.2644
01/08/2012|13.2833
02/08/2012|13.2867
03/08/2012|13.3927
04/08/2012|N/E
05/08/2012|N/E
06/08/2012|13.1357
07/08/2012|13.0708
08/08/2012|13.1849
09/08/2012|13.1891
10/08/2012|13.1188
11/08/2012|N/E
12/08/2012|N/E
13/08/2012|13.1094
14/08/2012|13.1474
15/08/2012|13.1311
16/08/2012|13.1639
17/08/2012|13.1430
18/08/2012|N/E
19/08/2012|N/E
20/08/2012|13.1745
21/08/2012|13.1261
22/08/2012|13.0854
23/08/2012|13.1762
24/08/2012|13.1284
25/08/2012|N/E
26/08/2012|N/E
27/08/2012|13.1760
28/08/2012|13.1703
29/08/2012|13.1847
30/08/2012|13.2746
31/08/2012|13.4172
01/09/2012|N/E
02/09/2012|N/E
03/09/2012|13.2571
04/09/2012|13.1910
05/09/2012|13.1793
06/09/2012|13.1221
07/09/2012|13.0483
08/09/2012|N/E
09/09/2012|N/E
10/09/2012|12.9976
11/09/2012|12.9921
12/09/2012|12.9992
13/09/2012|13.0305
14/09/2012|12.9749
15/09/2012|N/E
16/09/2012|N/E
17/09/2012|12.7458
18/09/2012|12.7492
19/09/2012|12.8192
20/09/2012|12.8235
21/09/2012|12.9042
22/09/2012|N/E
23/09/2012|N/E
24/09/2012|12.8376
25/09/2012|12.9123
26/09/2012|12.8233
27/09/2012|12.9170
28/09/2012|12.8521
29/09/2012|N/E
30/09/2012|N/E
01/10/2012|12.8695
02/10/2012|12.8178
03/10/2012|12.8375
04/10/2012|12.8528
05/10/2012|12.7589
06/10/2012|N/E
07/10/2012|N/E
08/10/2012|12.6987
09/10/2012|12.8426
10/10/2012|12.8680
11/10/2012|12.9119
12/10/2012|12.8792
13/10/2012|N/E
14/10/2012|N/E
15/10/2012|12.8901
16/10/2012|12.8188
17/10/2012|12.8077
18/10/2012|12.7981
19/10/2012|12.8299
20/10/2012|N/E
21/10/2012|N/E
22/10/2012|12.8551
23/10/2012|12.8571
24/10/2012|12.9759
25/10/2012|12.9839
26/10/2012|12.9669
27/10/2012|N/E
28/10/2012|N/E
29/10/2012|13.0112
30/10/2012|13.0900
31/10/2012|13.0498
01/11/2012|13.0911
02/11/2012|N/E
03/11/2012|N/E
04/11/2012|N/E
05/11/2012|13.0387
06/11/2012|13.0449
07/11/2012|12.9769
08/11/2012|13.0432
09/11/2012|13.1168
10/11/2012|N/E
11/11/2012|N/E
12/11/2012|13.1789
13/11/2012|13.1975
14/11/2012|13.2284
15/11/2012|13.2353
16/11/2012|13.2522
17/11/2012|N/E
18/11/2012|N/E
19/11/2012|N/E
20/11/2012|13.2063
21/11/2012|13.0245
22/11/2012|13.0395
23/11/2012|13.0188
24/11/2012|N/E
25/11/2012|N/E
26/11/2012|12.9799
27/11/2012|12.9984
28/11/2012|12.9861
29/11/2012|13.0372
30/11/2012|12.9617
01/12/2012|N/E
02/12/2012|N/E
03/12/2012|12.9268
04/12/2012|12.9335
05/12/2012|12.9600
06/12/2012|12.9284
07/12/2012|12.9102
08/12/2012|N/E
09/12/2012|N/E
10/12/2012|12.8469
11/12/2012|12.7964
12/12/2012|N/E
13/12/2012|12.7584
14/12/2012|12.7869
15/12/2012|N/E
16/12/2012|N/E
17/12/2012|12.7768
18/12/2012|12.7624
19/12/2012|12.7236
20/12/2012|12.7327
21/12/2012|12.7777
22/12/2012|N/E
23/12/2012|N/E
24/12/2012|12.8991
25/12/2012|N/E
26/12/2012|12.9764
27/12/2012|13.0058
28/12/2012|13.0101
29/12/2012|N/E
30/12/2012|N/E
31/12/2012|12.9880
01/01/2013|N/E
02/01/2013|12.9658
03/01/2013|12.7488
04/01/2013|12.7430
05/01/2013|N/E
06/01/2013|N/E
07/01/2013|12.7597
08/01/2013|12.7679
09/01/2013|12.8015
10/01/2013|12.7503
11/01/2013|12.6555
12/01/2013|N/E
13/01/2013|N/E
14/01/2013|12.6478
15/01/2013|12.6533
16/01/2013|12.6526
17/01/2013|12.6305
18/01/2013|12.5868
19/01/2013|N/E
20/01/2013|N/E
21/01/2013|12.6555
22/01/2013|12.7098
23/01/2013|12.6817
24/01/2013|12.6616
25/01/2013|12.6286
26/01/2013|N/E
27/01/2013|N/E
28/01/2013|12.6993
29/01/2013|12.7802
30/01/2013|12.7134
31/01/2013|12.7408
01/02/2013|12.7094
02/02/2013|N/E
03/02/2013|N/E
04/02/2013|N/E
05/02/2013|12.6377
06/02/2013|12.6294
07/02/2013|12.6664
08/02/2013|12.7105
09/02/2013|N/E
10/02/2013|N/E
11/02/2013|12.7307
12/02/2013|12.7706
13/02/2013|12.7364
14/02/2013|12.7116
15/02/2013|12.6982
16/02/2013|N/E
17/02/2013|N/E
18/02/2013|12.6866
19/02/2013|12.6959
20/02/2013|12.6873
21/02/2013|12.6694
22/02/2013|12.7699
23/02/2013|N/E
24/02/2013|N/E
25/02/2013|12.7517
26/02/2013|12.7028
27/02/2013|12.8680
28/02/2013|12.8322
01/03/2013|12.7795
02/03/2013|N/E
03/03/2013|N/E
04/03/2013|12.8012
05/03/2013|12.7814
06/03/2013|12.7355
07/03/2013|12.7345
08/03/2013|12.7839
09/03/2013|N/E
10/03/2013|N/E
11/03/2013|12.6684
12/03/2013|12.5308
13/03/2013|12.4641
14/03/2013|12.3967
15/03/2013|12.4545
16/03/2013|N/E
17/03/2013|N/E
18/03/2013|N/E
19/03/2013|12.4390
20/03/2013|12.4339
21/03/2013|12.3909
22/03/2013|12.3841
23/03/2013|N/E
24/03/2013|N/E
25/03/2013|12.3724
26/03/2013|12.3579
27/03/2013|12.3546
28/03/2013|N/E
29/03/2013|N/E
30/03/2013|N/E
31/03/2013|N/E
01/04/2013|12.3612
02/04/2013|12.3438
03/04/2013|12.2728
04/04/2013|12.3266
05/04/2013|12.3197
06/04/2013|N/E
07/04/2013|N/E
08/04/2013|12.2383
09/04/2013|12.1588
10/04/2013|12.1304
11/04/2013|12.1140
12/04/2013|12.0691
13/04/2013|N/E
14/04/2013|N/E
15/04/2013|12.0824
16/04/2013|12.1729
17/04/2013|12.1668
18/04/2013|12.2370
19/04/2013|12.2479
20/04/2013|N/E
21/04/2013|N/E
22/04/2013|12.2254
23/04/2013|12.3227
24/04/2013|12.2492
25/04/2013|12.2768
26/04/2013|12.1231
27/04/2013|N/E
28/04/2013|N/E
29/04/2013|12.1550
30/04/2013|12.1326
01/05/2013|N/E
02/05/2013|12.1456
03/05/2013|12.1756
04/05/2013|N/E
05/05/2013|N/E
06/05/2013|12.0851
07/05/2013|12.1074
08/05/2013|12.0733
09/05/2013|12.0393
10/05/2013|11.9807
11/05/2013|N/E
12/05/2013|N/E
13/05/2013|12.1094
14/05/2013|12.1448
15/05/2013|12.1485
16/05/2013|12.2313
17/05/2013|12.2378
18/05/2013|N/E
19/05/2013|N/E
20/05/2013|12.3177
21/05/2013|12.3258
22/05/2013|12.3414
23/05/2013|12.3113
24/05/2013|12.4764
25/05/2013|N/E
26/05/2013|N/E
27/05/2013|12.5219
28/05/2013|12.4831
29/05/2013|12.5275
30/05/2013|12.6328
31/05/2013|12.7781
01/06/2013|N/E
02/06/2013|N/E
03/06/2013|12.8035
04/06/2013|12.7882
05/06/2013|12.7317
06/06/2013|12.8167
07/06/2013|12.9079
08/06/2013|N/E
09/06/2013|N/E
10/06/2013|12.7173
11/06/2013|12.8572
12/06/2013|12.8846
13/06/2013|12.8442
14/06/2013|12.7812
15/06/2013|N/E
16/06/2013|N/E
17/06/2013|12.6916
18/06/2013|12.7370
19/06/2013|12.8800
20/06/2013|12.8695
21/06/2013|13.4015
22/06/2013|N/E
23/06/2013|N/E
24/06/2013|13.4041
25/06/2013|13.3966
26/06/2013|13.2424
27/06/2013|13.1884
28/06/2013|13.0235
29/06/2013|N/E
30/06/2013|N/E
01/07/2013|13.0279
02/07/2013|12.9131
03/07/2013|12.9850
04/07/2013|13.0377
05/07/2013|12.8902
06/07/2013|N/E
07/07/2013|N/E
08/07/2013|13.0567
09/07/2013|12.9267
10/07/2013|12.8654
11/07/2013|12.9494
12/07/2013|12.8599
13/07/2013|N/E
14/07/2013|N/E
15/07/2013|12.8234
16/07/2013|12.7387
17/07/2013|12.6299
18/07/2013|12.5455
19/07/2013|12.4976
20/07/2013|N/E
21/07/2013|N/E
22/07/2013|12.5499
23/07/2013|12.5054
24/07/2013|12.5093
25/07/2013|12.6330
26/07/2013|12.6468
27/07/2013|N/E
28/07/2013|N/E
29/07/2013|12.7091
30/07/2013|12.7321
31/07/2013|12.7635
01/08/2013|12.8464
02/08/2013|12.8068
03/08/2013|N/E
04/08/2013|N/E
05/08/2013|12.6904
06/08/2013|12.6759
07/08/2013|12.6445
08/08/2013|12.6989
09/08/2013|12.6460
10/08/2013|N/E
11/08/2013|N/E
12/08/2013|12.5889
13/08/2013|12.5666
14/08/2013|12.7545
15/08/2013|12.7255
16/08/2013|12.8625
17/08/2013|N/E
18/08/2013|N/E
19/08/2013|12.8722
20/08/2013|13.0124
21/08/2013|13.0064
22/08/2013|13.1424
23/08/2013|13.1486
24/08/2013|N/E
25/08/2013|N/E
26/08/2013|12.9979
27/08/2013|13.1090
28/08/2013|13.3366
29/08/2013|13.2539
30/08/2013|13.3104
31/08/2013|N/E
01/09/2013|N/E
02/09/2013|13.3415
03/09/2013|13.3070
04/09/2013|13.4394
05/09/2013|13.3065
06/09/2013|13.4079
07/09/2013|N/E
08/09/2013|N/E
09/09/2013|13.2413
10/09/2013|13.1471
11/09/2013|13.1119
12/09/2013|13.0938
13/09/2013|13.0854
14/09/2013|N/E
15/09/2013|N/E
16/09/2013|N/E
17/09/2013|13.0540
18/09/2013|12.9241
19/09/2013|12.9687
20/09/2013|12.7179
21/09/2013|N/E
22/09/2013|N/E
23/09/2013|12.7685
24/09/2013|12.7846
25/09/2013|12.8754
26/09/2013|12.9530
27/09/2013|13.0119
28/09/2013|N/E
29/09/2013|N/E
30/09/2013|13.1450
01/10/2013|13.1747
02/10/2013|13.1294
03/10/2013|13.1593
04/10/2013|13.2663
05/10/2013|N/E
06/10/2013|N/E
07/10/2013|13.0976
08/10/2013|13.0959
09/10/2013|13.1417
10/10/2013|13.2126
11/10/2013|13.0913
12/10/2013|N/E
13/10/2013|N/E
14/10/2013|13.0514
15/10/2013|13.0492
16/10/2013|12.9725
17/10/2013|12.8816
18/10/2013|12.7717
19/10/2013|N/E
20/10/2013|N/E
21/10/2013|12.7988
22/10/2013|12.9314
23/10/2013|12.8713
24/10/2013|12.9433
25/10/2013|12.9916
26/10/2013|N/E
27/10/2013|N/E
28/10/2013|12.8693
29/10/2013|12.8948
30/10/2013|12.8903
31/10/2013|12.8640
01/11/2013|13.0067
02/11/2013|N/E
03/11/2013|N/E
04/11/2013|13.0789
05/11/2013|12.9869
06/11/2013|13.1341
07/11/2013|13.1388
08/11/2013|13.1912
09/11/2013|N/E
10/11/2013|N/E
11/11/2013|13.2412
12/11/2013|13.2314
13/11/2013|13.1879
14/11/2013|13.1030
15/11/2013|13.0173
16/11/2013|N/E
17/11/2013|N/E
18/11/2013|N/E
19/11/2013|12.9524
20/11/2013|12.8869
21/11/2013|12.9697
22/11/2013|13.0617
23/11/2013|N/E
24/11/2013|N/E
25/11/2013|13.0223
26/11/2013|13.0267
27/11/2013|13.0745
28/11/2013|13.0925
29/11/2013|13.0836
30/11/2013|N/E
01/12/2013|N/E
02/12/2013|13.1101
03/12/2013|13.2041
04/12/2013|13.2372
05/12/2013|13.0826
06/12/2013|13.0057
07/12/2013|N/E
08/12/2013|N/E
09/12/2013|12.9299
10/12/2013|12.8612
11/12/2013|12.8574
12/12/2013|N/E
13/12/2013|12.9342
14/12/2013|N/E
15/12/2013|N/E
16/12/2013|12.9515
17/12/2013|12.9439
18/12/2013|12.9575
19/12/2013|12.9937
20/12/2013|12.9730
21/12/2013|N/E
22/12/2013|N/E
23/12/2013|12.9574
24/12/2013|12.9610
25/12/2013|N/E
26/12/2013|13.0200
27/12/2013|13.0547
28/12/2013|N/E
29/12/2013|N/E
30/12/2013|13.0765
31/12/2013|13.0652
01/01/2014|N/E
02/01/2014|13.0843
03/01/2014|13.1011
04/01/2014|N/E
05/01/2014|N/E
06/01/2014|13.0911
07/01/2014|13.0905
08/01/2014|13.0337
09/01/2014|13.0846
10/01/2014|13.1403
11/01/2014|N/E
12/01/2014|N/E
13/01/2014|13.0065
14/01/2014|12.9889
15/01/2014|13.0956
16/01/2014|13.1689
17/01/2014|13.2907
18/01/2014|N/E
19/01/2014|N/E
20/01/2014|13.2737
21/01/2014|13.2420
22/01/2014|13.2984
23/01/2014|13.3194
24/01/2014|13.3722
25/01/2014|N/E
26/01/2014|N/E
27/01/2014|13.4930
28/01/2014|13.4408
29/01/2014|13.3104
30/01/2014|13.3671
31/01/2014|13.3207
01/02/2014|N/E
02/02/2014|N/E
03/02/2014|N/E
04/02/2014|13.3769
05/02/2014|13.3928
06/02/2014|13.3705
07/02/2014|13.2211
08/02/2014|N/E
09/02/2014|N/E
10/02/2014|13.3285
11/02/2014|13.3134
12/02/2014|13.2916
13/02/2014|13.3056
14/02/2014|13.3320
15/02/2014|N/E
16/02/2014|N/E
17/02/2014|13.2477
18/02/2014|13.1949
19/02/2014|13.2261
20/02/2014|13.2714
21/02/2014|13.2913
22/02/2014|N/E
23/02/2014|N/E
24/02/2014|13.2704
25/02/2014|13.2090
26/02/2014|13.2248
27/02/2014|13.2992
28/02/2014|13.3066
01/03/2014|N/E
02/03/2014|N/E
03/03/2014|13.2379
04/03/2014|13.3201
05/03/2014|13.2752
06/03/2014|13.2519
07/03/2014|13.1476
08/03/2014|N/E
09/03/2014|N/E
10/03/2014|13.1795
11/03/2014|13.2248
12/03/2014|13.2430
13/03/2014|13.2659
14/03/2014|13.2456
15/03/2014|N/E
16/03/2014|N/E
17/03/2014|N/E
18/03/2014|13.2340
19/03/2014|13.1675
20/03/2014|13.1695
21/03/2014|13.2703
22/03/2014|N/E
23/03/2014|N/E
24/03/2014|13.2200
25/03/2014|13.2019
26/03/2014|13.1349
27/03/2014|13.1273
28/03/2014|13.0837
29/03/2014|N/E
30/03/2014|N/E
31/03/2014|13.0841
01/04/2014|13.0549
02/04/2014|13.0313
03/04/2014|13.0991
04/04/2014|13.1324
05/04/2014|N/E
06/04/2014|N/E
07/04/2014|13.0345
08/04/2014|13.0179
09/04/2014|12.9642
10/04/2014|13.0604
11/04/2014|13.0453
12/04/2014|N/E
13/04/2014|N/E
14/04/2014|13.0788
15/04/2014|13.0493
16/04/2014|13.0986
17/04/2014|N/E
18/04/2014|N/E
19/04/2014|N/E
20/04/2014|N/E
21/04/2014|13.0603
22/04/2014|13.0413
23/04/2014|13.0448
24/04/2014|13.0908
25/04/2014|13.1010
26/04/2014|N/E
27/04/2014|N/E
28/04/2014|13.1371
29/04/2014|13.1356
30/04/2014|13.1039
01/05/2014|N/E
02/05/2014|13.0901
03/05/2014|N/E
04/05/2014|N/E
05/05/2014|12.9981
06/05/2014|13.0102
07/05/2014|13.0129
08/05/2014|12.9876
09/05/2014|12.9477
10/05/2014|N/E
11/05/2014|N/E
12/05/2014|12.9843
13/05/2014|12.9534
14/05/2014|12.9234
15/05/2014|12.8993
16/05/2014|12.9755
17/05/2014|N/E
18/05/2014|N/E
19/05/2014|12.9193
20/05/2014|12.8944
21/05/2014|12.9425
22/05/2014|12.9132
23/05/2014|12.8801
24/05/2014|N/E
25/05/2014|N/E
26/05/2014|12.8656
27/05/2014|12.8616
28/05/2014|12.8772
29/05/2014|12.8660
30/05/2014|12.8462
31/05/2014|N/E
01/06/2014|N/E
02/06/2014|12.8609
03/06/2014|12.9108
04/06/2014|12.9447
05/06/2014|12.9527
06/06/2014|12.8868
07/06/2014|N/E
08/06/2014|N/E
09/06/2014|12.8981
10/06/2014|12.9912
11/06/2014|13.0486
12/06/2014|13.0306
13/06/2014|12.9815
14/06/2014|N/E
15/06/2014|N/E
16/06/2014|13.0164
17/06/2014|13.0323
18/06/2014|13.1007
19/06/2014|13.0672
20/06/2014|12.9885
21/06/2014|N/E
22/06/2014|N/E
23/06/2014|13.0124
24/06/2014|13.0056
25/06/2014|13.0218
26/06/2014|13.0174
27/06/2014|13.0323
28/06/2014|N/E
29/06/2014|N/E
30/06/2014|13.0002
01/07/2014|12.9712
02/07/2014|12.9605
03/07/2014|12.9673
04/07/2014|12.9829
05/07/2014|N/E
06/07/2014|N/E
07/07/2014|12.9768
08/07/2014|12.9949
09/07/2014|13.0006
10/07/2014|12.9780
11/07/2014|13.0015
12/07/2014|N/E
13/07/2014|N/E
14/07/2014|12.9850
15/07/2014|12.9755
16/07/2014|12.9611
17/07/2014|12.9390
18/07/2014|12.9454
19/07/2014|N/E
20/07/2014|N/E
21/07/2014|12.9588
22/07/2014|12.9751
23/07/2014|12.9393
24/07/2014|12.9286
25/07/2014|12.9572
26/07/2014|N/E
27/07/2014|N/E
28/07/2014|12.9445
29/07/2014|12.9878
30/07/2014|13.0578
31/07/2014|13.1357
01/08/2014|13.2269
02/08/2014|N/E
03/08/2014|N/E
04/08/2014|13.1932
05/08/2014|13.1962
06/08/2014|13.2716
07/08/2014|13.2580
08/08/2014|13.2551
09/08/2014|N/E
10/08/2014|N/E
11/08/2014|13.2360
12/08/2014|13.1998
13/08/2014|13.1590
14/08/2014|13.1113
15/08/2014|13.0717
16/08/2014|N/E
17/08/2014|N/E
18/08/2014|13.0748
19/08/2014|13.0505
20/08/2014|13.0532
21/08/2014|13.0814
22/08/2014|13.0963
23/08/2014|N/E
24/08/2014|N/E
25/08/2014|13.1328
26/08/2014|13.1383
27/08/2014|13.1059
28/08/2014|13.0811
